publication_title	print_identifier	online_identifier	date_first_issue_online	num_first_vol_online	num_first_issue_online	date_last_issue_online	num_last_vol_online	num_last_issue_online	title_url	first_author	title_id	embargo_info	coverage_depth	coverage_notes	publisher_name	location	title_notes	staff_notes	vendor_id	oclc_collection_name	oclc_collection_id	oclc_entry_id	oclc_linkscheme	oclc_number	ACTION
The WPA Film Library Wind Tunnel, 1950 /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=46138	Films for the Humanities & Sciences (Firm)			fulltext		 Films Media Group,									100046138	RAW
The WPA Film Library Lipstick Factory, ca. 1950 /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=46139	Films for the Humanities & Sciences (Firm)			fulltext		 Films Media Group,									100046139	RAW
The WPA Film Library UN Aid to Refugees in Gaza, 1950 /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=46140	Films for the Humanities & Sciences (Firm)			fulltext		 Films Media Group,									100046140	RAW
The WPA Film Library. City Kids Paying, ca. 1950 /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=46141	Films for the Humanities & Sciences (Firm)			fulltext		 Films Media Group,									100046141	RAW
The WPA Film Library. City Kids Paying, ca. 1950 /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=46142	Films for the Humanities & Sciences (Firm)			fulltext		 Films Media Group,									100046142	RAW
The WPA Film Library Soviet Military Parade, ca. 1950 /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=46143	Films for the Humanities & Sciences (Firm)			fulltext		 Films Media Group,									100046143	RAW
The WPA Film Library Laboratory, ca. 1950 /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=46144	Films for the Humanities & Sciences (Firm)			fulltext		 Films Media Group,									100046144	RAW
The WPA Film Library Scientists, ca. 1950 /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=46145	Films for the Humanities & Sciences (Firm)			fulltext		 Films Media Group,									100046145	RAW
The WPA Film Library Housewives Cleaning, ca. 1950 /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=46146	Films for the Humanities & Sciences (Firm)			fulltext		 Films Media Group,									100046146	RAW
The WPA Film Library Doing Laundry, ca. 1950 /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=46147	Films for the Humanities & Sciences (Firm)			fulltext		 Films Media Group,									100046147	RAW
The WPA Film Library Oil Rigs, ca. 1950 /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=46148	Films for the Humanities & Sciences (Firm)			fulltext		 Films Media Group,									100046148	RAW
The WPA Film Library Khrushchev's Speech on Stalin, 1950 /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=46149	Films for the Humanities & Sciences (Firm)			fulltext		 Films Media Group,									100046149	RAW
The WPA Film Library Polish Workers Riot, ca. 1950 /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=46150	Films for the Humanities & Sciences (Firm)			fulltext		 Films Media Group,									100046150	RAW
The WPA Film Library Protests in Berlin and Belgium, 1950 /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=46151	Films for the Humanities & Sciences (Firm)			fulltext		 Films Media Group,									100046151	RAW
The WPA Film Library Assembly Line in an Automobile Factory, ca. 1950 /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=46152	Films for the Humanities & Sciences (Firm)			fulltext		 Films Media Group,									100046152	RAW
The WPA Film Library Automobile Factory Transmissions, ca. 1950 /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=46153	Films for the Humanities & Sciences (Firm)			fulltext		 Films Media Group,									100046153	RAW
The WPA Film Library Automobile Factory Assembly line, ca. 1950 /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=46154	Films for the Humanities & Sciences (Firm)			fulltext		 Films Media Group,									100046154	RAW
The WPA Film Library Gears in a Factory, ca. 1950 /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=46155	Films for the Humanities & Sciences (Firm)			fulltext		 Films Media Group,									100046155	RAW
The WPA Film Library Testing Aerodynamics of a Car, ca. 1950 /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=46156	Films for the Humanities & Sciences (Firm)			fulltext		 Films Media Group,									100046156	RAW
The WPA Film Library Automobile Testing, ca. 1950 /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=46157	Films for the Humanities & Sciences (Firm)			fulltext		 Films Media Group,									100046157	RAW
The WPA Film Library Signs of Hollywood Studios, ca. 1950 /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=46158	Films for the Humanities & Sciences (Firm)			fulltext		 Films Media Group,									100046158	RAW
The WPA Film Library. Paris Fashions, ca. 1950 /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=46159	Films for the Humanities & Sciences (Firm)			fulltext		 Films Media Group,									100046159	RAW
The WPA Film Library. Paris Fashions, ca. 1950 /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=46160	Films for the Humanities & Sciences (Firm)			fulltext		 Films Media Group,									100046160	RAW
The WPA Film Library Automobile Designs, ca. 1950 /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=46161	Films for the Humanities & Sciences (Firm)			fulltext		 Films Media Group,									100046161	RAW
The WPA Film Library English Football Strike, ca. 1950 /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=46162	Films for the Humanities & Sciences (Firm)			fulltext		 Films Media Group,									100046162	RAW
The WPA Film Library Historical Re-enactment, ca. 1950 /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=46163	Films for the Humanities & Sciences (Firm)			fulltext		 Films Media Group,									100046163	RAW
The WPA Film Library Native American Chief, ca. 1950 /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=46164	Films for the Humanities & Sciences (Firm)			fulltext		 Films Media Group,									100046164	RAW
The WPA Film Library Cowboy, ca. 1950 /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=46165	Films for the Humanities & Sciences (Firm)			fulltext		 Films Media Group,									100046165	RAW
The WPA Film Library The Wild West, ca. 1950 /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=46166	Films for the Humanities & Sciences (Firm)			fulltext		 Films Media Group,									100046166	RAW
The WPA Film Library Teletype, ca. 1950 /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=46167	Films for the Humanities & Sciences (Firm)			fulltext		 Films Media Group,									100046167	RAW
The WPA Film Library Office Work, ca. 1950 /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=46168	Films for the Humanities & Sciences (Firm)			fulltext		 Films Media Group,									100046168	RAW
The WPA Film Library. Controlled Detonation, ca. 1950 /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=46169	Films for the Humanities & Sciences (Firm)			fulltext		 Films Media Group,									100046169	RAW
The WPA Film Library. Controlled Detonation, ca. 1950 /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=46170	Films for the Humanities & Sciences (Firm)			fulltext		 Films Media Group,									100046170	RAW
The WPA Film Library. Controlled Detonation, ca. 1950 /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=46171	Films for the Humanities & Sciences (Firm)			fulltext		 Films Media Group,									100046171	RAW
The WPA Film Library Grocery Shopping, ca. 1950 /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=46172	Films for the Humanities & Sciences (Firm)			fulltext		 Films Media Group,									100046172	RAW
The WPA Film Library Boys Wrestling on the Playground, ca. 1950 /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=46173	Films for the Humanities & Sciences (Firm)			fulltext		 Films Media Group,									100046173	RAW
The WPA Film Library Children on the Playground, ca. 1950 /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=46174	Films for the Humanities & Sciences (Firm)			fulltext		 Films Media Group,									100046174	RAW
The WPA Film Library Jackie Robinson, ca. 1950 /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=46175	Films for the Humanities & Sciences (Firm)			fulltext		 Films Media Group,									100046175	RAW
The WPA Film Library George Marshall on UN Withdrawal from Korea, 1951 /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=46176	Films for the Humanities & Sciences (Firm)			fulltext		 Films Media Group,									100046176	RAW
The WPA Film Library Douglas MacArthur Speech, 1951 /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=46177	Films for the Humanities & Sciences (Firm)			fulltext		 Films Media Group,									100046177	RAW
The WPA Film Library General Matthew Ridgeway, ca. 1951 /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=46178	Films for the Humanities & Sciences (Firm)			fulltext		 Films Media Group,									100046178	RAW
The WPA Film Library American Troops in Korea, ca. 1951 /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=46179	Films for the Humanities & Sciences (Firm)			fulltext		 Films Media Group,									100046179	RAW
The WPA Film Library NATO Head Quarters Dedication, 1951 /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=46180	Films for the Humanities & Sciences (Firm)			fulltext		 Films Media Group,									100046180	RAW
The WPA Film Library UN Troops Re-Take Seoul, ca. 1951 /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=46181	Films for the Humanities & Sciences (Firm)			fulltext		 Films Media Group,									100046181	RAW
The WPA Film Library Evacuation of Seoul, 1951 /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=46182	Films for the Humanities & Sciences (Firm)			fulltext		 Films Media Group,									100046182	RAW
The WPA Film Library Nuclear Tests in Color, 1951 /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=46183	Films for the Humanities & Sciences (Firm)			fulltext		 Films Media Group,									100046183	RAW
The WPA Film Library UN Troops Driven from Seoul, ca. 1951 /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=46184	Films for the Humanities & Sciences (Firm)			fulltext		 Films Media Group,									100046184	RAW
The WPA Film Library French Troops in Mekong, 1951 /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=46190	Films for the Humanities & Sciences (Firm)			fulltext		 Films Media Group,									100046190	RAW
The WPA Film Library UN Troops Advance on Seoul, 1951 /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=46191	Films for the Humanities & Sciences (Firm)			fulltext		 Films Media Group,									100046191	RAW
The WPA Film Library UN Troops at the Han River, 1951 /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=46192	Films for the Humanities & Sciences (Firm)			fulltext		 Films Media Group,									100046192	RAW
The WPA Film Library Bombing of North Korea, 1951 /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=46193	Films for the Humanities & Sciences (Firm)			fulltext		 Films Media Group,									100046193	RAW
The WPA Film Library UN Troops During the Korean War, 1951 /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=46194	Films for the Humanities & Sciences (Firm)			fulltext		 Films Media Group,									100046194	RAW
The WPA Film Library Communist Vietnamese Blow Up A Bridge, 1951 /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=46195	Films for the Humanities & Sciences (Firm)			fulltext		 Films Media Group,									100046195	RAW
The WPA Film Library British Naval Air Attack During the Korean War, 1951 /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=46196	Films for the Humanities & Sciences (Firm)			fulltext		 Films Media Group,									100046196	RAW
The WPA Film Library UN Investigation of DMZ Strafing, ca. 1951 /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=46197	Films for the Humanities & Sciences (Firm)			fulltext		 Films Media Group,									100046197	RAW
The WPA Film Library President Truman Speech on Communist Aggression, 1951 /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=46198	Films for the Humanities & Sciences (Firm)			fulltext		 Films Media Group,									100046198	RAW
The WPA Film Library Napalm Demonstration, 1951 /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=46199	Films for the Humanities & Sciences (Firm)			fulltext		 Films Media Group,									100046199	RAW
The WPA Film Library Heartbreak Ridge in Korea, 1951 /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=46200	Films for the Humanities & Sciences (Firm)			fulltext		 Films Media Group,									100046200	RAW
The WPA Film Library Iran Nationalizes Oil Fields, 1951 /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=46201	Films for the Humanities & Sciences (Firm)			fulltext		 Films Media Group,									100046201	RAW
The WPA Film Library Shah of Iran Ousted, 1951 /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=46202	Films for the Humanities & Sciences (Firm)			fulltext		 Films Media Group,									100046202	RAW
The WPA Film Library Inside the Pentagon, 1951 /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=46203	Films for the Humanities & Sciences (Firm)			fulltext		 Films Media Group,									100046203	RAW
The WPA Film Library Matador Missile, 1951 /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=46204	Films for the Humanities & Sciences (Firm)			fulltext		 Films Media Group,									100046204	RAW
The WPA Film Library Rodeo, 1951 /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=46205	Films for the Humanities & Sciences (Firm)			fulltext		 Films Media Group,									100046205	RAW
The WPA Film Library Koreans Demand United Korea, 1951 /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=46206	Films for the Humanities & Sciences (Firm)			fulltext		 Films Media Group,									100046206	RAW
The WPA Film Library Airspeed Record Set, 1951 /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=46207	Films for the Humanities & Sciences (Firm)			fulltext		 Films Media Group,									100046207	RAW
The WPA Film Library Bombing Raid on North Korea, 1952 /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=46208	Films for the Humanities & Sciences (Firm)			fulltext		 Films Media Group,									100046208	RAW
The WPA Film Library Fighting Around Seoul, 1952 /									http://fod.infobase.com/PortalPlaylists.aspx?xtid=46209	Films for the Humanities & Sciences (Firm)			fulltext		 Films Media Group,									100046209	RAW
